,a,b,c
3219,35,30,30
3220,35,30,35
3221,35,30,40
3222,35,30,45
3223,35,30,50
3224,35,30,55
3225,35,30,60
3226,35,30,65
3227,35,30,70
3228,35,30,75
3229,35,30,80
3230,35,30,85
3231,35,30,90
3232,35,30,95
3233,35,30,100
3234,35,35,0
3235,35,35,5
3236,35,35,10
3237,35,35,15
3238,35,35,20
3239,35,35,25
3240,35,35,30
3241,35,35,35
3242,35,35,40
3243,35,35,45
3244,35,35,50
3245,35,35,55
3246,35,35,60
3247,35,35,65
3248,35,35,70
3249,35,35,75
3250,35,35,80
3251,35,35,85
3252,35,35,90
3253,35,35,95
3254,35,35,100
3255,35,40,0
3256,35,40,5
3257,35,40,10
3258,35,40,15
3259,35,40,20
3260,35,40,25
3261,35,40,30
3262,35,40,35
3263,35,40,40
3264,35,40,45
3265,35,40,50
3266,35,40,55
3267,35,40,60
3268,35,40,65
3269,35,40,70
3270,35,40,75
3271,35,40,80
3272,35,40,85
3273,35,40,90
3274,35,40,95
3275,35,40,100
3276,35,45,0
3277,35,45,5
3278,35,45,10
3279,35,45,15
3280,35,45,20
3281,35,45,25
3282,35,45,30
3283,35,45,35
3284,35,45,40
3285,35,45,45
3286,35,45,50
3287,35,45,55
3288,35,45,60
3289,35,45,65
3290,35,45,70
3291,35,45,75
3292,35,45,80
3293,35,45,85
3294,35,45,90
3295,35,45,95
3296,35,45,100
3297,35,50,0
3298,35,50,5
3299,35,50,10
3300,35,50,15
3301,35,50,20
3302,35,50,25
3303,35,50,30
3304,35,50,35
3305,35,50,40
3306,35,50,45
3307,35,50,50
3308,35,50,55
3309,35,50,60
3310,35,50,65
3311,35,50,70
3312,35,50,75
3313,35,50,80
3314,35,50,85
3315,35,50,90
3316,35,50,95
3317,35,50,100
3318,35,55,0
3319,35,55,5
3320,35,55,10
3321,35,55,15
3322,35,55,20
3323,35,55,25
3324,35,55,30
3325,35,55,35
3326,35,55,40
3327,35,55,45
3328,35,55,50
3329,35,55,55
3330,35,55,60
3331,35,55,65
3332,35,55,70
3333,35,55,75
3334,35,55,80
3335,35,55,85
3336,35,55,90
3337,35,55,95
3338,35,55,100
3339,35,60,0
3340,35,60,5
3341,35,60,10
3342,35,60,15
3343,35,60,20
3344,35,60,25
3345,35,60,30
3346,35,60,35
3347,35,60,40
3348,35,60,45
3349,35,60,50
3350,35,60,55
3351,35,60,60
3352,35,60,65
3353,35,60,70
3354,35,60,75
3355,35,60,80
3356,35,60,85
3357,35,60,90
3358,35,60,95
3359,35,60,100
3360,35,65,0
3361,35,65,5
3362,35,65,10
3363,35,65,15
3364,35,65,20
3365,35,65,25
3366,35,65,30
3367,35,65,35
3368,35,65,40
3369,35,65,45
3370,35,65,50
3371,35,65,55
3372,35,65,60
3373,35,65,65
3374,35,65,70
3375,35,65,75
3376,35,65,80
3377,35,65,85
3378,35,65,90
3379,35,65,95
3380,35,65,100
3381,35,70,0
3382,35,70,5
3383,35,70,10
3384,35,70,15
3385,35,70,20
3386,35,70,25
3387,35,70,30
3388,35,70,35
3389,35,70,40
3390,35,70,45
3391,35,70,50
3392,35,70,55
3393,35,70,60
3394,35,70,65
3395,35,70,70
3396,35,70,75
3397,35,70,80
3398,35,70,85
3399,35,70,90
3400,35,70,95
3401,35,70,100
3402,35,75,0
3403,35,75,5
3404,35,75,10
3405,35,75,15
3406,35,75,20
3407,35,75,25
3408,35,75,30
3409,35,75,35
3410,35,75,40
3411,35,75,45
3412,35,75,50
3413,35,75,55
3414,35,75,60
3415,35,75,65
3416,35,75,70
3417,35,75,75
3418,35,75,80
3419,35,75,85
3420,35,75,90
3421,35,75,95
3422,35,75,100
3423,35,80,0
3424,35,80,5
3425,35,80,10
3426,35,80,15
3427,35,80,20
3428,35,80,25
3429,35,80,30
3430,35,80,35
3431,35,80,40
3432,35,80,45
3433,35,80,50
3434,35,80,55
3435,35,80,60
3436,35,80,65
3437,35,80,70
3438,35,80,75
3439,35,80,80
3440,35,80,85
3441,35,80,90
3442,35,80,95
3443,35,80,100
3444,35,85,0
3445,35,85,5
3446,35,85,10
3447,35,85,15
3448,35,85,20
3449,35,85,25
3450,35,85,30
3451,35,85,35
3452,35,85,40
3453,35,85,45
3454,35,85,50
3455,35,85,55
3456,35,85,60
3457,35,85,65
3458,35,85,70
3459,35,85,75
3460,35,85,80
3461,35,85,85
3462,35,85,90
3463,35,85,95
3464,35,85,100
3465,35,90,0
3466,35,90,5
3467,35,90,10
3468,35,90,15
3469,35,90,20
3470,35,90,25
3471,35,90,30
3472,35,90,35
3473,35,90,40
3474,35,90,45
3475,35,90,50
3476,35,90,55
3477,35,90,60
3478,35,90,65
3479,35,90,70
3480,35,90,75
3481,35,90,80
3482,35,90,85
3483,35,90,90
3484,35,90,95
3485,35,90,100
3486,35,95,0
3487,35,95,5
3488,35,95,10
3489,35,95,15
3490,35,95,20
3491,35,95,25
3492,35,95,30
3493,35,95,35
3494,35,95,40
3495,35,95,45
3496,35,95,50
3497,35,95,55
3498,35,95,60
3499,35,95,65
3500,35,95,70
3501,35,95,75
3502,35,95,80
3503,35,95,85
3504,35,95,90
3505,35,95,95
3506,35,95,100
3507,35,100,0
3508,35,100,5
3509,35,100,10
3510,35,100,15
3511,35,100,20
3512,35,100,25
3513,35,100,30
3514,35,100,35
3515,35,100,40
3516,35,100,45
3517,35,100,50
3518,35,100,55
3519,35,100,60
3520,35,100,65
3521,35,100,70
3522,35,100,75
3523,35,100,80
3524,35,100,85
3525,35,100,90
3526,35,100,95
3527,35,100,100
3528,40,0,0
3529,40,0,5
3530,40,0,10
3531,40,0,15
3532,40,0,20
3533,40,0,25
3534,40,0,30
3535,40,0,35
3536,40,0,40
3537,40,0,45
3538,40,0,50
3539,40,0,55
3540,40,0,60
3541,40,0,65
3542,40,0,70
3543,40,0,75
3544,40,0,80
3545,40,0,85
3546,40,0,90
3547,40,0,95
3548,40,0,100
3549,40,5,0
3550,40,5,5
3551,40,5,10
3552,40,5,15
3553,40,5,20
3554,40,5,25
3555,40,5,30
3556,40,5,35
3557,40,5,40
3558,40,5,45
3559,40,5,50
3560,40,5,55
3561,40,5,60
3562,40,5,65
3563,40,5,70
3564,40,5,75
3565,40,5,80
3566,40,5,85
3567,40,5,90
3568,40,5,95
3569,40,5,100
3570,40,10,0
3571,40,10,5
3572,40,10,10
3573,40,10,15
3574,40,10,20
3575,40,10,25
3576,40,10,30
3577,40,10,35
3578,40,10,40
3579,40,10,45
3580,40,10,50
3581,40,10,55
3582,40,10,60
3583,40,10,65
3584,40,10,70
3585,40,10,75
3586,40,10,80
3587,40,10,85
3588,40,10,90
3589,40,10,95
3590,40,10,100
3591,40,15,0
3592,40,15,5
3593,40,15,10
3594,40,15,15
3595,40,15,20
3596,40,15,25
3597,40,15,30
3598,40,15,35
3599,40,15,40
3600,40,15,45
3601,40,15,50
3602,40,15,55
3603,40,15,60
3604,40,15,65
3605,40,15,70
3606,40,15,75
3607,40,15,80
3608,40,15,85
3609,40,15,90
3610,40,15,95
3611,40,15,100
3612,40,20,0
3613,40,20,5
3614,40,20,10
3615,40,20,15
3616,40,20,20
3617,40,20,25
3618,40,20,30
3619,40,20,35
3620,40,20,40
3621,40,20,45
3622,40,20,50
3623,40,20,55
3624,40,20,60
3625,40,20,65
3626,40,20,70
3627,40,20,75
3628,40,20,80
3629,40,20,85
3630,40,20,90
3631,40,20,95
3632,40,20,100
3633,40,25,0
3634,40,25,5
3635,40,25,10
3636,40,25,15
3637,40,25,20
3638,40,25,25
3639,40,25,30
3640,40,25,35
3641,40,25,40
3642,40,25,45
3643,40,25,50
3644,40,25,55
3645,40,25,60
3646,40,25,65
3647,40,25,70
3648,40,25,75
3649,40,25,80
3650,40,25,85
3651,40,25,90
3652,40,25,95
3653,40,25,100
3654,40,30,0
3655,40,30,5
3656,40,30,10
3657,40,30,15
3658,40,30,20
3659,40,30,25
3660,40,30,30
3661,40,30,35
3662,40,30,40
3663,40,30,45
3664,40,30,50
3665,40,30,55
3666,40,30,60
3667,40,30,65
3668,40,30,70
3669,40,30,75
3670,40,30,80
3671,40,30,85
3672,40,30,90
3673,40,30,95
3674,40,30,100
3675,40,35,0
3676,40,35,5
3677,40,35,10
3678,40,35,15
3679,40,35,20
3680,40,35,25
3681,40,35,30
3682,40,35,35
3683,40,35,40
3684,40,35,45
3685,40,35,50
3686,40,35,55
3687,40,35,60
3688,40,35,65
3689,40,35,70
3690,40,35,75
3691,40,35,80
3692,40,35,85
3693,40,35,90
3694,40,35,95
3695,40,35,100
3696,40,40,0
3697,40,40,5
3698,40,40,10
3699,40,40,15
3700,40,40,20
3701,40,40,25
3702,40,40,30
3703,40,40,35
3704,40,40,40
3705,40,40,45
3706,40,40,50
3707,40,40,55
3708,40,40,60
3709,40,40,65
3710,40,40,70
3711,40,40,75
3712,40,40,80
3713,40,40,85
3714,40,40,90
3715,40,40,95
3716,40,40,100
3717,40,45,0
3718,40,45,5
3719,40,45,10
3720,40,45,15
3721,40,45,20
3722,40,45,25
3723,40,45,30
3724,40,45,35
3725,40,45,40
3726,40,45,45
3727,40,45,50
3728,40,45,55
3729,40,45,60
3730,40,45,65
3731,40,45,70
3732,40,45,75
3733,40,45,80
3734,40,45,85
3735,40,45,90
3736,40,45,95
3737,40,45,100
3738,40,50,0
3739,40,50,5
3740,40,50,10
3741,40,50,15
3742,40,50,20
3743,40,50,25
3744,40,50,30
3745,40,50,35
3746,40,50,40
3747,40,50,45
3748,40,50,50
3749,40,50,55
3750,40,50,60
3751,40,50,65
3752,40,50,70
3753,40,50,75
3754,40,50,80
3755,40,50,85
3756,40,50,90
3757,40,50,95
3758,40,50,100
3759,40,55,0
3760,40,55,5
3761,40,55,10
3762,40,55,15
3763,40,55,20
3764,40,55,25
3765,40,55,30
3766,40,55,35
3767,40,55,40
3768,40,55,45
3769,40,55,50
3770,40,55,55
3771,40,55,60
3772,40,55,65
3773,40,55,70
3774,40,55,75
3775,40,55,80
3776,40,55,85
3777,40,55,90
3778,40,55,95
3779,40,55,100
3780,40,60,0
3781,40,60,5
3782,40,60,10
3783,40,60,15
3784,40,60,20
3785,40,60,25
3786,40,60,30
3787,40,60,35
3788,40,60,40
3789,40,60,45
3790,40,60,50
3791,40,60,55
3792,40,60,60
3793,40,60,65
3794,40,60,70
3795,40,60,75
3796,40,60,80
3797,40,60,85
3798,40,60,90
3799,40,60,95
3800,40,60,100
3801,40,65,0
3802,40,65,5
3803,40,65,10
3804,40,65,15
3805,40,65,20
3806,40,65,25
3807,40,65,30
3808,40,65,35
3809,40,65,40
3810,40,65,45
3811,40,65,50
3812,40,65,55
3813,40,65,60
3814,40,65,65
3815,40,65,70
3816,40,65,75
3817,40,65,80
3818,40,65,85
3819,40,65,90
3820,40,65,95
3821,40,65,100
3822,40,70,0
3823,40,70,5
3824,40,70,10
3825,40,70,15
3826,40,70,20
3827,40,70,25
3828,40,70,30
3829,40,70,35
3830,40,70,40
3831,40,70,45
3832,40,70,50
3833,40,70,55
3834,40,70,60
3835,40,70,65
3836,40,70,70
3837,40,70,75
3838,40,70,80
3839,40,70,85
3840,40,70,90
3841,40,70,95
3842,40,70,100
3843,40,75,0
3844,40,75,5
3845,40,75,10
3846,40,75,15
3847,40,75,20
3848,40,75,25
3849,40,75,30
3850,40,75,35
3851,40,75,40
3852,40,75,45
3853,40,75,50
3854,40,75,55
3855,40,75,60
3856,40,75,65
3857,40,75,70
3858,40,75,75
3859,40,75,80
3860,40,75,85
3861,40,75,90
3862,40,75,95
3863,40,75,100
3864,40,80,0
3865,40,80,5
3866,40,80,10
3867,40,80,15
3868,40,80,20
3869,40,80,25
3870,40,80,30
3871,40,80,35
3872,40,80,40
3873,40,80,45
3874,40,80,50
3875,40,80,55
3876,40,80,60
3877,40,80,65
3878,40,80,70
3879,40,80,75
3880,40,80,80
3881,40,80,85
3882,40,80,90
3883,40,80,95
3884,40,80,100
3885,40,85,0
3886,40,85,5
3887,40,85,10
3888,40,85,15
3889,40,85,20
3890,40,85,25
3891,40,85,30
3892,40,85,35
3893,40,85,40
3894,40,85,45
3895,40,85,50
3896,40,85,55
3897,40,85,60
3898,40,85,65
3899,40,85,70
3900,40,85,75
3901,40,85,80
3902,40,85,85
3903,40,85,90
3904,40,85,95
3905,40,85,100
3906,40,90,0
3907,40,90,5
3908,40,90,10
3909,40,90,15
3910,40,90,20
3911,40,90,25
3912,40,90,30
3913,40,90,35
3914,40,90,40
3915,40,90,45
3916,40,90,50
3917,40,90,55
3918,40,90,60
3919,40,90,65
3920,40,90,70
3921,40,90,75
3922,40,90,80
3923,40,90,85
3924,40,90,90
3925,40,90,95
3926,40,90,100
3927,40,95,0
3928,40,95,5
3929,40,95,10
3930,40,95,15
3931,40,95,20
3932,40,95,25
3933,40,95,30
3934,40,95,35
3935,40,95,40
3936,40,95,45
3937,40,95,50
3938,40,95,55
3939,40,95,60
3940,40,95,65
3941,40,95,70
3942,40,95,75
3943,40,95,80
3944,40,95,85
3945,40,95,90
3946,40,95,95
3947,40,95,100
3948,40,100,0
3949,40,100,5
3950,40,100,10
3951,40,100,15
3952,40,100,20
3953,40,100,25
3954,40,100,30
3955,40,100,35
3956,40,100,40
3957,40,100,45
3958,40,100,50
3959,40,100,55
3960,40,100,60
3961,40,100,65
3962,40,100,70
3963,40,100,75
3964,40,100,80
3965,40,100,85
3966,40,100,90
3967,40,100,95
3968,40,100,100
3969,45,0,0
3970,45,0,5
3971,45,0,10
3972,45,0,15
3973,45,0,20
3974,45,0,25
3975,45,0,30
3976,45,0,35
3977,45,0,40
3978,45,0,45
3979,45,0,50
3980,45,0,55
3981,45,0,60
3982,45,0,65
3983,45,0,70
3984,45,0,75
3985,45,0,80
3986,45,0,85
3987,45,0,90
3988,45,0,95
3989,45,0,100
3990,45,5,0
3991,45,5,5
3992,45,5,10
3993,45,5,15
3994,45,5,20
3995,45,5,25
3996,45,5,30
3997,45,5,35
3998,45,5,40
3999,45,5,45
4000,45,5,50
4001,45,5,55
4002,45,5,60
4003,45,5,65
4004,45,5,70
4005,45,5,75
4006,45,5,80
4007,45,5,85
4008,45,5,90
4009,45,5,95
4010,45,5,100
4011,45,10,0
4012,45,10,5
4013,45,10,10
4014,45,10,15
4015,45,10,20
4016,45,10,25
4017,45,10,30
4018,45,10,35
4019,45,10,40
4020,45,10,45
4021,45,10,50
4022,45,10,55
4023,45,10,60
4024,45,10,65
4025,45,10,70
4026,45,10,75
4027,45,10,80
4028,45,10,85
4029,45,10,90
4030,45,10,95
4031,45,10,100
4032,45,15,0
4033,45,15,5
4034,45,15,10
4035,45,15,15
4036,45,15,20
4037,45,15,25
4038,45,15,30
4039,45,15,35
4040,45,15,40
4041,45,15,45
4042,45,15,50
4043,45,15,55
4044,45,15,60
4045,45,15,65
4046,45,15,70
4047,45,15,75
4048,45,15,80
4049,45,15,85
4050,45,15,90
4051,45,15,95
4052,45,15,100
4053,45,20,0
4054,45,20,5
4055,45,20,10
4056,45,20,15
4057,45,20,20
4058,45,20,25
4059,45,20,30
4060,45,20,35
4061,45,20,40
4062,45,20,45
4063,45,20,50
4064,45,20,55
4065,45,20,60
4066,45,20,65
4067,45,20,70
4068,45,20,75
4069,45,20,80
4070,45,20,85
4071,45,20,90
4072,45,20,95
4073,45,20,100
4074,45,25,0
4075,45,25,5
4076,45,25,10
4077,45,25,15
4078,45,25,20
4079,45,25,25
4080,45,25,30
4081,45,25,35
4082,45,25,40
4083,45,25,45
4084,45,25,50
4085,45,25,55
4086,45,25,60
4087,45,25,65
4088,45,25,70
4089,45,25,75
4090,45,25,80
4091,45,25,85
4092,45,25,90
4093,45,25,95
4094,45,25,100
4095,45,30,0
4096,45,30,5
4097,45,30,10
4098,45,30,15
4099,45,30,20
4100,45,30,25
4101,45,30,30
4102,45,30,35
4103,45,30,40
4104,45,30,45
4105,45,30,50
4106,45,30,55
4107,45,30,60
4108,45,30,65
4109,45,30,70
4110,45,30,75
4111,45,30,80
4112,45,30,85
4113,45,30,90
4114,45,30,95
4115,45,30,100
4116,45,35,0
4117,45,35,5
4118,45,35,10
4119,45,35,15
4120,45,35,20
4121,45,35,25
4122,45,35,30
4123,45,35,35
4124,45,35,40
4125,45,35,45
4126,45,35,50
4127,45,35,55
4128,45,35,60
4129,45,35,65
4130,45,35,70
4131,45,35,75
4132,45,35,80
4133,45,35,85
4134,45,35,90
4135,45,35,95
4136,45,35,100
4137,45,40,0
4138,45,40,5
4139,45,40,10
4140,45,40,15
4141,45,40,20
4142,45,40,25
4143,45,40,30
4144,45,40,35
4145,45,40,40
4146,45,40,45
4147,45,40,50
4148,45,40,55
4149,45,40,60
4150,45,40,65
4151,45,40,70
4152,45,40,75
4153,45,40,80
4154,45,40,85
4155,45,40,90
4156,45,40,95
4157,45,40,100
4158,45,45,0
4159,45,45,5
4160,45,45,10
4161,45,45,15
4162,45,45,20
4163,45,45,25
4164,45,45,30
4165,45,45,35
4166,45,45,40
4167,45,45,45
4168,45,45,50
4169,45,45,55
4170,45,45,60
4171,45,45,65
4172,45,45,70
4173,45,45,75
4174,45,45,80
4175,45,45,85
4176,45,45,90
4177,45,45,95
4178,45,45,100
4179,45,50,0
4180,45,50,5
4181,45,50,10
4182,45,50,15
4183,45,50,20
4184,45,50,25
4185,45,50,30
4186,45,50,35
4187,45,50,40
4188,45,50,45
4189,45,50,50
4190,45,50,55
4191,45,50,60
4192,45,50,65
4193,45,50,70
4194,45,50,75
4195,45,50,80
4196,45,50,85
4197,45,50,90
4198,45,50,95
4199,45,50,100
4200,45,55,0
4201,45,55,5
4202,45,55,10
4203,45,55,15
4204,45,55,20
4205,45,55,25
4206,45,55,30
4207,45,55,35
4208,45,55,40
4209,45,55,45
4210,45,55,50
4211,45,55,55
4212,45,55,60
4213,45,55,65
4214,45,55,70
4215,45,55,75
4216,45,55,80
4217,45,55,85
4218,45,55,90
4219,45,55,95
4220,45,55,100
4221,45,60,0
4222,45,60,5
4223,45,60,10
4224,45,60,15
4225,45,60,20
4226,45,60,25
4227,45,60,30
4228,45,60,35
4229,45,60,40
4230,45,60,45
4231,45,60,50
4232,45,60,55
4233,45,60,60
4234,45,60,65
4235,45,60,70
4236,45,60,75
4237,45,60,80
4238,45,60,85
4239,45,60,90
4240,45,60,95
4241,45,60,100
4242,45,65,0
4243,45,65,5
4244,45,65,10
4245,45,65,15
4246,45,65,20
4247,45,65,25
4248,45,65,30
4249,45,65,35
4250,45,65,40
4251,45,65,45
4252,45,65,50
4253,45,65,55
4254,45,65,60
4255,45,65,65
4256,45,65,70
4257,45,65,75
4258,45,65,80
4259,45,65,85
4260,45,65,90
4261,45,65,95
4262,45,65,100
4263,45,70,0
4264,45,70,5
4265,45,70,10
4266,45,70,15
4267,45,70,20
4268,45,70,25
4269,45,70,30
4270,45,70,35
4271,45,70,40
4272,45,70,45
4273,45,70,50
4274,45,70,55
4275,45,70,60
4276,45,70,65
4277,45,70,70
4278,45,70,75
4279,45,70,80
4280,45,70,85
4281,45,70,90
4282,45,70,95
4283,45,70,100
4284,45,75,0
4285,45,75,5
4286,45,75,10
4287,45,75,15
4288,45,75,20
4289,45,75,25
4290,45,75,30
4291,45,75,35
4292,45,75,40
4293,45,75,45
4294,45,75,50
4295,45,75,55
4296,45,75,60
4297,45,75,65
4298,45,75,70
4299,45,75,75
4300,45,75,80
4301,45,75,85
4302,45,75,90
4303,45,75,95
4304,45,75,100
4305,45,80,0
4306,45,80,5
4307,45,80,10
4308,45,80,15
4309,45,80,20
4310,45,80,25
4311,45,80,30
4312,45,80,35
4313,45,80,40
4314,45,80,45
4315,45,80,50
4316,45,80,55
4317,45,80,60
4318,45,80,65
4319,45,80,70
4320,45,80,75
4321,45,80,80
4322,45,80,85
4323,45,80,90
4324,45,80,95
4325,45,80,100
4326,45,85,0
4327,45,85,5
4328,45,85,10
4329,45,85,15
4330,45,85,20
4331,45,85,25
4332,45,85,30
4333,45,85,35
4334,45,85,40
4335,45,85,45
4336,45,85,50
4337,45,85,55
4338,45,85,60
4339,45,85,65
4340,45,85,70
4341,45,85,75
4342,45,85,80
4343,45,85,85
4344,45,85,90
4345,45,85,95
4346,45,85,100
4347,45,90,0
4348,45,90,5
4349,45,90,10
4350,45,90,15
4351,45,90,20
4352,45,90,25
4353,45,90,30
4354,45,90,35
4355,45,90,40
4356,45,90,45
4357,45,90,50
4358,45,90,55
4359,45,90,60
4360,45,90,65
4361,45,90,70
4362,45,90,75
4363,45,90,80
4364,45,90,85
4365,45,90,90
4366,45,90,95
4367,45,90,100
4368,45,95,0
4369,45,95,5
4370,45,95,10
4371,45,95,15
4372,45,95,20
4373,45,95,25
4374,45,95,30
4375,45,95,35
4376,45,95,40
4377,45,95,45
4378,45,95,50
4379,45,95,55
4380,45,95,60
4381,45,95,65
4382,45,95,70
4383,45,95,75
4384,45,95,80
4385,45,95,85
4386,45,95,90
4387,45,95,95
4388,45,95,100
4389,45,100,0
4390,45,100,5
4391,45,100,10
4392,45,100,15
4393,45,100,20
4394,45,100,25
4395,45,100,30
4396,45,100,35
4397,45,100,40
4398,45,100,45
4399,45,100,50
4400,45,100,55
4401,45,100,60
4402,45,100,65
4403,45,100,70
4404,45,100,75
4405,45,100,80
4406,45,100,85
4407,45,100,90
4408,45,100,95
4409,45,100,100
4410,50,0,0
4411,50,0,5
4412,50,0,10
4413,50,0,15
4414,50,0,20
4415,50,0,25
4416,50,0,30
4417,50,0,35
4418,50,0,40
4419,50,0,45
4420,50,0,50
4421,50,0,55
4422,50,0,60
4423,50,0,65
4424,50,0,70
4425,50,0,75
4426,50,0,80
4427,50,0,85
4428,50,0,90
4429,50,0,95
4430,50,0,100
4431,50,5,0
4432,50,5,5
4433,50,5,10
4434,50,5,15
4435,50,5,20
4436,50,5,25
4437,50,5,30
4438,50,5,35
4439,50,5,40
4440,50,5,45
4441,50,5,50
4442,50,5,55
4443,50,5,60
4444,50,5,65
4445,50,5,70
4446,50,5,75
4447,50,5,80
4448,50,5,85
4449,50,5,90
4450,50,5,95
4451,50,5,100
4452,50,10,0
4453,50,10,5
4454,50,10,10
4455,50,10,15
4456,50,10,20
4457,50,10,25
4458,50,10,30
4459,50,10,35
4460,50,10,40
4461,50,10,45
4462,50,10,50
4463,50,10,55
4464,50,10,60
4465,50,10,65
4466,50,10,70
4467,50,10,75
4468,50,10,80
4469,50,10,85
4470,50,10,90
4471,50,10,95
4472,50,10,100
4473,50,15,0
4474,50,15,5
4475,50,15,10
4476,50,15,15
4477,50,15,20
4478,50,15,25
4479,50,15,30
4480,50,15,35
4481,50,15,40
4482,50,15,45
4483,50,15,50
4484,50,15,55
4485,50,15,60
4486,50,15,65
4487,50,15,70
4488,50,15,75
4489,50,15,80
4490,50,15,85
4491,50,15,90
4492,50,15,95
4493,50,15,100
4494,50,20,0
4495,50,20,5
4496,50,20,10
4497,50,20,15
4498,50,20,20
4499,50,20,25
4500,50,20,30
4501,50,20,35
4502,50,20,40
4503,50,20,45
4504,50,20,50
4505,50,20,55
4506,50,20,60
4507,50,20,65
4508,50,20,70
4509,50,20,75
4510,50,20,80
4511,50,20,85
4512,50,20,90
4513,50,20,95
4514,50,20,100
4515,50,25,0
4516,50,25,5
4517,50,25,10
4518,50,25,15
4519,50,25,20
4520,50,25,25
4521,50,25,30
4522,50,25,35
4523,50,25,40
4524,50,25,45
4525,50,25,50
4526,50,25,55
4527,50,25,60
4528,50,25,65
4529,50,25,70
4530,50,25,75
4531,50,25,80
4532,50,25,85
4533,50,25,90
4534,50,25,95
4535,50,25,100
4536,50,30,0
4537,50,30,5
4538,50,30,10
4539,50,30,15
4540,50,30,20
4541,50,30,25
4542,50,30,30
4543,50,30,35
4544,50,30,40
4545,50,30,45
4546,50,30,50
4547,50,30,55
4548,50,30,60
4549,50,30,65
4550,50,30,70
4551,50,30,75
4552,50,30,80
4553,50,30,85
4554,50,30,90
4555,50,30,95
4556,50,30,100
4557,50,35,0
4558,50,35,5
4559,50,35,10
4560,50,35,15
4561,50,35,20
4562,50,35,25
4563,50,35,30
4564,50,35,35
4565,50,35,40
4566,50,35,45
4567,50,35,50
4568,50,35,55
4569,50,35,60
4570,50,35,65
4571,50,35,70
4572,50,35,75
4573,50,35,80
4574,50,35,85
4575,50,35,90
4576,50,35,95
4577,50,35,100
4578,50,40,0
4579,50,40,5
4580,50,40,10
4581,50,40,15
4582,50,40,20
4583,50,40,25
4584,50,40,30
4585,50,40,35
4586,50,40,40
4587,50,40,45
4588,50,40,50
4589,50,40,55
4590,50,40,60
4591,50,40,65
4592,50,40,70
4593,50,40,75
4594,50,40,80
4595,50,40,85
4596,50,40,90
4597,50,40,95
4598,50,40,100
4599,50,45,0
4600,50,45,5
4601,50,45,10
4602,50,45,15
4603,50,45,20
4604,50,45,25
4605,50,45,30
4606,50,45,35
4607,50,45,40
4608,50,45,45
4609,50,45,50
4610,50,45,55
4611,50,45,60
4612,50,45,65
4613,50,45,70
4614,50,45,75
4615,50,45,80
4616,50,45,85
4617,50,45,90
4618,50,45,95
4619,50,45,100
4620,50,50,0
4621,50,50,5
4622,50,50,10
4623,50,50,15
4624,50,50,20
4625,50,50,25
4626,50,50,30
4627,50,50,35
4628,50,50,40
4629,50,50,45
4630,50,50,50
4631,50,50,55
4632,50,50,60
4633,50,50,65
4634,50,50,70
4635,50,50,75
4636,50,50,80
4637,50,50,85
4638,50,50,90
4639,50,50,95
4640,50,50,100
4641,50,55,0
4642,50,55,5
4643,50,55,10
4644,50,55,15
4645,50,55,20
4646,50,55,25
4647,50,55,30
4648,50,55,35
4649,50,55,40
4650,50,55,45
4651,50,55,50
4652,50,55,55
4653,50,55,60
4654,50,55,65
4655,50,55,70
4656,50,55,75
4657,50,55,80
4658,50,55,85
4659,50,55,90
4660,50,55,95
4661,50,55,100
4662,50,60,0
4663,50,60,5
4664,50,60,10
4665,50,60,15
4666,50,60,20
4667,50,60,25
4668,50,60,30
4669,50,60,35
4670,50,60,40
4671,50,60,45
4672,50,60,50
4673,50,60,55
4674,50,60,60
4675,50,60,65
4676,50,60,70
4677,50,60,75
4678,50,60,80
4679,50,60,85
4680,50,60,90
4681,50,60,95
4682,50,60,100
4683,50,65,0
4684,50,65,5
4685,50,65,10
4686,50,65,15
4687,50,65,20
4688,50,65,25
4689,50,65,30
4690,50,65,35
4691,50,65,40
4692,50,65,45
4693,50,65,50
4694,50,65,55
4695,50,65,60
4696,50,65,65
4697,50,65,70
4698,50,65,75
4699,50,65,80
4700,50,65,85
4701,50,65,90
4702,50,65,95
4703,50,65,100
4704,50,70,0
4705,50,70,5
4706,50,70,10
4707,50,70,15
4708,50,70,20
4709,50,70,25
4710,50,70,30
4711,50,70,35
4712,50,70,40
4713,50,70,45
4714,50,70,50
4715,50,70,55
4716,50,70,60
4717,50,70,65
4718,50,70,70
4719,50,70,75
4720,50,70,80
4721,50,70,85
4722,50,70,90
4723,50,70,95
4724,50,70,100
4725,50,75,0
4726,50,75,5
4727,50,75,10
4728,50,75,15
4729,50,75,20
4730,50,75,25
4731,50,75,30
4732,50,75,35
4733,50,75,40
4734,50,75,45
4735,50,75,50
4736,50,75,55
4737,50,75,60
4738,50,75,65
4739,50,75,70
4740,50,75,75
4741,50,75,80
4742,50,75,85
4743,50,75,90
4744,50,75,95
4745,50,75,100
4746,50,80,0
4747,50,80,5
4748,50,80,10
4749,50,80,15
4750,50,80,20
4751,50,80,25
4752,50,80,30
4753,50,80,35
4754,50,80,40
4755,50,80,45
4756,50,80,50
4757,50,80,55
4758,50,80,60
4759,50,80,65
4760,50,80,70
4761,50,80,75
4762,50,80,80
4763,50,80,85
4764,50,80,90
4765,50,80,95
4766,50,80,100
4767,50,85,0
4768,50,85,5
4769,50,85,10
4770,50,85,15
4771,50,85,20
4772,50,85,25
